agent_id,completion_date,dispatch_no,price,wbn
411433,2023-07-31 16:03:20.289,118304116,20,39654125157173
411433,2023-07-31 16:03:20.289,118304116,20,28449303959470
411433,2023-07-31 16:03:20.289,118304116,10,19070525143424
411433,2023-07-31 16:03:20.289,118304116,21,1595110224571
411433,2023-07-31 16:03:20.289,118304116,20,195041471724876
411433,2023-07-31 16:03:20.289,118304116,21,149085351902296
411433,2023-07-31 16:03:20.289,118304116,20,21720013643500
411433,2023-07-31 16:03:20.289,118304116,20,1517915970635
411433,2023-07-31 16:03:20.289,118304116,20,19190710259125
411433,2023-07-31 16:03:20.289,118304116,21,149085358371420
411433,2023-07-31 16:03:20.289,118304116,20,149085364087513
411433,2023-07-31 16:03:20.289,118304116,21,2535164447661
411433,2023-07-31 16:03:20.289,118304116,20,17848402873
411433,2023-07-31 16:03:20.289,118304116,10,6983123635591
411433,2023-07-31 14:52:42.550,118303759,21,149085342497026
411433,2023-07-31 14:52:42.550,118303759,20,5931692641142
411433,2023-07-31 14:52:42.550,118303759,20,195041475276304
411433,2023-07-31 14:52:42.550,118303759,20,17297310050385
411433,2023-07-31 14:52:42.550,118303759,20,227439085685
411433,2023-07-31 14:52:42.550,118303759,20,13390819140522
411433,2023-07-31 14:52:42.550,118303759,21,149085360439161
411433,2023-07-31 14:52:42.550,118303759,20,195041476419920
411433,2023-07-31 14:52:42.550,118303759,20,8609984745812
411433,2023-07-31 14:52:42.550,118303759,21,149085359205562
411433,2023-07-31 14:52:42.550,118303759,21,195041472299005
411433,2023-07-31 14:52:42.550,118303759,21,149085349870410
411433,2023-07-31 14:52:42.550,118303759,20,13390819156342
411433,2023-07-31 14:52:42.550,118303759,20,10363916497190
411433,2023-07-31 14:52:42.550,118303759,20,13390817547156
411433,2023-07-31 14:52:42.550,118303759,21,16602219018014
411433,2023-07-31 14:52:42.550,118303759,21,149085360281893
411433,2023-07-31 14:52:42.550,118303759,20,195041476217524
411433,2023-07-31 14:52:42.550,118303759,21,149085360527943
411433,2023-07-31 14:52:42.550,118303759,21,195041474266576
411433,2023-07-31 14:52:42.550,118303759,21,195041469299494
411433,2023-07-31 14:52:42.550,118303759,10,19070525180572
411433,2023-07-31 14:52:42.550,118303759,20,21914317101463
411433,2023-07-31 14:52:42.550,118303759,20,10178455169051
411433,2023-07-31 14:52:42.550,118303759,20,195041476618311
411433,2023-07-31 14:52:42.550,118303759,21,149085354052556
411433,2023-07-31 14:52:42.550,118303759,20,149085354554902
411433,2023-07-31 14:52:42.550,118303759,20,19041451845865
411433,2023-07-31 14:52:42.550,118303759,20,195041471843316
411433,2023-07-31 14:52:42.550,118303759,20,195041492006713
411433,2023-07-31 14:52:42.550,118303759,20,1290513970411
411433,2023-07-31 14:52:42.550,118303759,20,10363916454755
411433,2023-07-31 14:52:42.550,118303759,21,149085357883656
411433,2023-07-31 14:52:42.550,118303759,20,195041476224620
411433,2023-07-31 14:52:42.550,118303759,20,13019910038441
411433,2023-07-31 14:52:42.550,118303759,20,3991618359875
411433,2023-07-31 14:52:42.550,118303759,20,195041476167743
411433,2023-07-31 14:52:42.550,118303759,20,16602225913530
411433,2023-07-31 14:52:42.550,118303759,20,14931150286942
411433,2023-07-31 14:52:42.550,118303759,20,13694726745514
411433,2023-07-31 14:52:42.550,118303759,20,149085355541235
411433,2023-07-31 14:52:42.550,118303759,20,21914316935563
411433,2023-07-31 14:52:42.550,118303759,21,149085357368095
411433,2023-07-31 14:52:42.550,118303759,20,7880623616794
411433,2023-07-31 14:52:42.550,118303759,10,19070525155523
411433,2023-07-31 14:52:42.550,118303759,20,13390819143440
411433,2023-07-31 14:52:42.550,118303759,20,4288410769403
411433,2023-07-31 14:52:42.550,118303759,10,19070525200570
411433,2023-07-31 14:52:42.550,118303759,20,195041477197045
411433,2023-07-31 14:52:42.550,118303759,20,28449304051122
411433,2023-07-31 14:52:42.550,118303759,20,195041475210331
411433,2023-07-31 14:52:42.550,118303759,20,10178455180645
411433,2023-07-31 14:52:42.550,118303759,21,15971815444246
411433,2023-07-31 14:52:42.550,118303759,20,195041473234920
411433,2023-07-31 14:52:42.550,118303759,20,195041476748043
411433,2023-07-31 14:52:42.550,118303759,20,195041487617665
411433,2023-07-31 14:52:42.550,118303759,21,1442968778543
411433,2023-07-31 14:52:42.550,118303759,20,500013351692
411433,2023-07-31 14:52:42.550,118303759,20,195041476549070
411433,2023-07-31 14:52:42.550,118303759,21,13104626007961
411433,2023-07-31 14:52:42.550,118303759,21,149085356425932
411433,2023-07-31 14:52:42.550,118303759,20,13390819151092
411433,2023-07-31 14:52:42.550,118303759,20,22406210294136
411433,2023-07-31 14:52:42.550,118303759,20,149085360290282
411433,2023-07-31 14:52:42.550,118303759,20,149085373262450
411433,2023-07-31 14:52:42.550,118303759,20,195041463633786
411433,2023-07-31 14:52:42.550,118303759,20,10363916291353
411433,2023-07-31 14:52:42.550,118303759,21,149085348558573
411433,2023-07-31 14:52:42.550,118303759,21,149085357095224
411433,2023-07-31 14:52:42.550,118303759,20,12090737100824
411433,2023-07-31 14:52:42.550,118303759,10,19070525137205
411433,2023-07-31 14:52:42.550,118303759,21,149085354855342
411433,2023-07-31 14:52:42.550,118303759,20,195041471990261
411433,2023-07-31 14:52:42.550,118303759,20,19618610019596
411433,2023-07-31 14:52:42.550,118303759,20,12090737050833
411433,2023-07-31 14:52:42.550,118303759,20,28449199603352
411433,2023-07-31 14:52:42.550,118303759,21,195041471832282
411433,2023-07-31 14:52:42.550,118303759,20,4209813470692
411433,2023-07-31 14:52:42.550,118303759,20,19041451287652
411433,2023-07-31 14:52:42.550,118303759,21,195041476467822
411433,2023-07-31 14:52:42.550,118303759,20,13694726744825
411433,2023-07-31 14:52:42.550,118303759,20,420742110971
411433,2023-07-31 14:52:42.550,118303759,21,195041470047525
411433,2023-07-31 14:52:42.550,118303759,10,19070524951602
411433,2023-07-31 14:52:42.550,118303759,21,195041474648872
411433,2023-07-31 12:46:49.429,118303435,21,316936368764
411433,2023-07-31 12:46:49.429,118303435,20,10178455181124
411433,2023-07-31 12:46:49.429,118303435,20,20977812912604
411433,2023-07-31 12:46:49.429,118303435,20,28449325443800
411433,2023-07-31 12:46:49.429,118303435,21,21837811318321
411433,2023-07-31 12:46:49.429,118303435,20,149085349652846
411433,2023-07-31 12:46:49.429,118303435,20,10178455201811
411433,2023-07-31 12:46:49.429,118303435,20,14907959056640
411433,2023-07-31 12:46:49.429,118303435,20,8587216004121
411433,2023-07-31 12:46:49.429,118303435,21,149085354978310
411433,2023-07-31 12:46:49.429,118303435,20,47557425952
411433,2023-07-31 12:46:49.429,118303435,21,149085360220153
411433,2023-07-31 12:46:49.429,118303435,20,195041470041590
411433,2023-07-31 12:46:49.429,118303435,21,19041451082305
411433,2023-07-31 12:46:49.429,118303435,20,21987710054460
411433,2023-07-31 12:46:49.429,118303435,20,195041476297350
411433,2023-07-31 12:46:49.429,118303435,20,21391910099890
411433,2023-07-31 12:46:49.429,118303435,20,195041491688530
411433,2023-07-31 12:46:49.429,118303435,21,195041476171221
411433,2023-07-31 12:46:49.429,118303435,20,8609984866385
411433,2023-07-31 12:46:49.429,118303435,20,20978620310230
411433,2023-07-31 12:46:49.429,118303435,20,195041474647391
411433,2023-07-31 12:46:49.429,118303435,20,274233703746
411433,2023-07-31 12:46:49.429,118303435,21,10178455176246
411433,2023-07-31 12:46:49.429,118303435,10,2858886208904
411433,2023-07-31 12:46:49.429,118303435,20,19041449925356
411433,2023-07-31 12:46:49.429,118303435,20,5947413622441
411433,2023-07-31 12:46:49.429,118303435,20,149085355471073
411433,2023-07-31 12:46:49.429,118303435,21,149085345114643
411433,2023-07-31 12:46:49.429,118303435,10,4304113958581
411433,2023-07-31 12:46:49.429,118303435,20,10178455175432
411433,2023-07-31 12:46:49.429,118303435,20,7880623024336
411433,2023-07-31 12:46:49.429,118303435,21,149085360264544
411433,2023-07-31 12:46:49.429,118303435,21,149085353625884
411433,2023-07-31 12:46:49.429,118303435,21,149085361595244
411433,2023-07-31 12:46:49.429,118303435,20,17225510043503
411433,2023-07-31 12:46:49.429,118303435,20,10178455193886
411433,2023-07-31 12:46:49.429,118303435,20,195041489788133
411433,2023-07-31 12:46:49.429,118303435,20,149085355415725
411433,2023-07-31 12:46:49.429,118303435,21,149085355534154
411433,2023-07-31 12:46:49.429,118303435,20,10178455199744
411433,2023-07-31 12:46:49.429,118303435,20,1428225064512
411433,2023-07-31 12:46:49.429,118303435,21,195041475319726
411433,2023-07-31 12:46:49.429,118303435,20,195041475437934
411433,2023-07-31 12:46:49.429,118303435,20,195041471307024
411433,2023-07-31 12:46:49.429,118303435,21,149085348192646
411433,2023-07-31 12:46:49.429,118303435,21,149085358420184
411433,2023-07-31 12:46:49.429,118303435,20,13390736692363
411433,2023-07-31 12:46:49.429,118303435,20,23428810001875
411433,2023-07-31 12:46:49.429,118303435,20,1003013312175
411433,2023-07-31 12:46:49.429,118303435,21,149085349177034
411433,2023-07-31 12:46:49.429,118303435,21,195041476440290
411433,2023-07-31 12:46:49.429,118303435,20,195041474197221
411433,2023-07-31 12:46:49.429,118303435,21,149085365999740
411433,2023-07-31 12:46:49.429,118303435,20,195041476822210
411433,2023-07-31 12:46:49.429,118303435,20,195041491803470
411433,2023-07-31 12:46:49.429,118303435,20,14907960947255
411433,2023-07-31 12:46:49.429,118303435,21,195041476199151
411433,2023-07-31 12:46:49.429,118303435,20,149085347524953
411433,2023-07-31 12:46:49.429,118303435,20,195041489382796
411433,2023-07-31 12:46:49.429,118303435,20,5947413595130
411433,2023-07-31 12:46:49.429,118303435,20,195041490890530
411433,2023-07-31 12:46:49.429,118303435,20,16602225886123
411433,2023-07-31 12:46:49.429,118303435,21,1517915979750
411433,2023-07-31 12:46:49.429,118303435,10,2858885761081
411433,2023-07-31 12:46:49.429,118303435,20,195041471870911
411433,2023-07-31 12:46:49.429,118303435,20,28449325487104
411433,2023-07-31 12:46:49.429,118303435,20,195041476203701
411433,2023-07-31 12:46:49.429,118303435,20,195041475641984
411433,2023-07-31 12:46:49.429,118303435,20,28449325621585
411433,2023-07-31 16:32:31.058,118303649,21,149085360348776
411433,2023-07-31 16:32:31.058,118303649,21,2535163655106
411433,2023-07-31 16:32:31.058,118303649,21,13371162662664
411433,2023-07-31 16:32:31.058,118303649,20,23645410334224
411433,2023-07-31 16:32:31.058,118303649,20,21802210164942
411433,2023-07-31 16:32:31.058,118303649,21,13104626188465
411433,2023-07-31 16:32:31.058,118303649,21,149085348335844
411433,2023-07-31 16:32:31.058,118303649,20,17024610006230
411433,2023-07-31 16:32:31.058,118303649,20,28449303971823
411433,2023-07-31 16:32:31.058,118303649,20,12730810099761
411433,2023-07-31 16:32:31.058,118303649,21,149085360285393
411433,2023-07-31 16:32:31.058,118303649,20,20363017488703
411433,2023-07-31 16:32:31.058,118303649,20,420742133441
411433,2023-07-31 16:32:31.058,118303649,20,5931693182603
411433,2023-07-31 16:32:31.058,118303649,21,20635511785534
411433,2023-07-31 16:32:31.058,118303649,20,195041477009375
411433,2023-07-31 16:32:31.058,118303649,21,28449297325290
411433,2023-07-31 16:32:31.058,118303649,20,195041471304165
411433,2023-07-31 16:32:31.058,118303649,20,20363017447171
411433,2023-07-31 16:32:31.058,118303649,21,13925112835103
411433,2023-07-31 16:32:31.058,118303649,20,195041490164022
411433,2023-07-31 16:32:31.058,118303649,21,149085368812093
411433,2023-07-31 16:32:31.058,118303649,20,39654125181006
411433,2023-07-31 16:32:31.058,118303649,20,3178215823484
411433,2023-07-31 16:32:31.058,118303649,21,195041469423431
411433,2023-07-31 16:32:31.058,118303649,20,17764825854775
411433,2023-07-31 16:32:31.058,118303649,20,5931692068892
411433,2023-07-31 16:32:31.058,118303649,20,3991618346693
411433,2023-07-31 16:32:31.058,118303649,20,195041490892350
411433,2023-07-31 16:32:31.058,118303649,20,23645410316525
411433,2023-07-31 16:32:31.058,118303649,20,6876910773076
411433,2023-07-31 16:32:31.058,118303649,20,195041472577815
411433,2023-07-31 16:32:31.058,118303649,21,3163415451902
411433,2023-07-31 16:32:31.058,118303649,21,13104626159846
411433,2023-07-31 16:32:31.058,118303649,20,13694726681070
411433,2023-07-31 16:32:31.058,118303649,20,195041474364753
411433,2023-07-31 16:32:31.058,118303649,21,149085353307336
411433,2023-07-31 16:32:31.058,118303649,20,195041487138692
411433,2023-07-31 16:32:31.058,118303649,20,23645410322291
411433,2023-07-31 16:32:31.058,118303649,20,2641710076580
411433,2023-07-31 16:32:31.058,118303649,20,3991618351626
411433,2023-07-31 16:32:31.058,118303649,20,13718314491222
411433,2023-07-31 16:32:31.058,118303649,21,7597750121701
411433,2023-07-31 16:32:31.058,118303649,20,5931691590685
411433,2023-07-31 16:32:31.058,118303649,20,1167579325034
411433,2023-07-31 16:32:31.058,118303649,21,149085357178244
411433,2023-07-31 16:32:31.058,118303649,21,149085366079551
411433,2023-07-31 16:32:31.058,118303649,20,16602225917041
411433,2023-07-31 16:32:31.058,118303649,20,28449325463713
411433,2023-07-31 16:32:31.058,118303649,20,149085371449730
411433,2023-07-31 16:32:31.058,118303649,20,13390818147395
411433,2023-07-31 16:32:31.058,118303649,20,5931691570735
411433,2023-07-31 16:32:31.058,118303649,21,149085342248132
411433,2023-07-31 16:32:31.058,118303649,10,19070524726950
411433,2023-07-31 16:32:31.058,118303649,20,23645410375690
411433,2023-07-31 16:32:31.058,118303649,20,149085348162583
411433,2023-07-31 16:32:31.058,118303649,21,195041474097633
411433,2023-07-31 16:32:31.058,118303649,21,10178455008014
411433,2023-07-31 16:32:31.058,118303649,21,16602209576926
411433,2023-07-31 16:32:31.058,118303649,20,195041476645051
411433,2023-07-31 16:32:31.058,118303649,20,21914317083786
411433,2023-07-31 16:32:31.058,118303649,21,5931691932834
411433,2023-07-31 16:32:31.058,118303649,21,19473210355261
411433,2023-07-31 16:32:31.058,118303649,21,13624712916244
411433,2023-07-31 14:07:29.975,118302654,20,3991618344173
411433,2023-07-31 14:07:29.975,118302654,20,195041475974053
411433,2023-07-31 14:07:29.975,118302654,21,10178454992931
411433,2023-07-31 14:07:29.975,118302654,20,13390801901165
411433,2023-07-31 14:07:29.975,118302654,21,16602209500486
411433,2023-07-31 14:07:29.975,118302654,21,39654125115593
411433,2023-07-31 14:07:29.975,118302654,20,195041475758265
411433,2023-07-31 14:07:29.975,118302654,20,149085364685976
411433,2023-07-31 14:07:29.975,118302654,21,149085349213106
411433,2023-07-31 14:07:29.975,118302654,20,7880623024793
411433,2023-07-31 14:07:29.975,118302654,21,195041476062242
411433,2023-07-31 14:07:29.975,118302654,21,14217111639982
411433,2023-07-31 14:07:29.975,118302654,20,195041491011431
411433,2023-07-31 14:07:29.975,118302654,20,195041490776231
411433,2023-07-31 14:07:29.975,118302654,20,18407710004524
411433,2023-07-31 14:07:29.975,118302654,20,14289834868734
411433,2023-07-31 14:07:29.975,118302654,20,13390819129591
411433,2023-07-31 14:07:29.975,118302654,20,195041490172455
411433,2023-07-31 14:07:29.975,118302654,20,195041489928380
411433,2023-07-31 14:07:29.975,118302654,20,7880622934051
411433,2023-07-31 14:07:29.975,118302654,21,149085345258666
411433,2023-07-31 14:07:29.975,118302654,20,195041474732194
411433,2023-07-31 14:07:29.975,118302654,20,18741616843535
411433,2023-07-31 14:07:29.975,118302654,20,11576182412325
411433,2023-07-31 14:07:29.975,118302654,20,195041475443280
411433,2023-07-31 14:07:29.975,118302654,21,149085349130624
411433,2023-07-31 14:07:29.975,118302654,20,21720013748872
411433,2023-07-31 14:07:29.975,118302654,21,28449297283780
411433,2023-07-31 14:07:29.975,118302654,21,14228528988255
411433,2023-07-31 14:07:29.975,118302654,21,149085354357130
411433,2023-07-31 14:07:29.975,118302654,21,149085351590133
411433,2023-07-31 14:07:29.975,118302654,20,16602209571492
411433,2023-07-31 14:07:29.975,118302654,21,23210654290
411433,2023-07-31 14:07:29.975,118302654,20,1372610588350
411433,2023-07-31 14:07:29.975,118302654,20,195041491013365
411433,2023-07-31 14:07:29.975,118302654,21,13390691277940
411433,2023-07-31 14:07:29.975,118302654,20,4833512601992
411433,2023-07-31 14:07:29.975,118302654,20,195041470551573
411433,2023-07-31 14:07:29.975,118302654,21,149085355125494
411433,2023-07-31 14:07:29.975,118302654,21,22406210287280
411433,2023-07-31 14:07:29.975,118302654,20,195041490995084
411433,2023-07-31 14:07:29.975,118302654,20,195041470522862
411433,2023-07-31 14:07:29.975,118302654,20,195041474658941
411433,2023-07-31 14:07:29.975,118302654,20,10178455169106
411433,2023-07-31 14:07:29.975,118302654,20,13390796536181
411433,2023-07-31 14:07:29.975,118302654,20,195041491231426
411433,2023-07-31 14:07:29.975,118302654,21,585263249350
411433,2023-07-31 14:07:29.975,118302654,20,195041473264154
411433,2023-07-31 14:07:29.975,118302654,20,195041490172875
411433,2023-07-31 14:07:29.975,118302654,20,13390819146730
411433,2023-07-31 14:07:29.975,118302654,21,149085356794600
411433,2023-07-31 14:07:29.975,118302654,21,195041472093673
411433,2023-07-31 14:07:29.975,118302654,20,7598114815635
411433,2023-07-31 14:07:29.975,118302654,21,149085360719430
411433,2023-07-31 14:07:29.975,118302654,20,195041471770811
411433,2023-07-31 14:07:29.975,118302654,20,21252011992804
411433,2023-07-31 14:07:29.975,118302654,20,195041491669162
411433,2023-07-31 14:07:29.975,118302654,21,149085357263165
411433,2023-07-31 14:07:29.975,118302654,21,19041450666181
411433,2023-07-31 14:07:29.975,118302654,21,149085328034783
411433,2023-07-31 14:07:29.975,118302654,20,195041471764802
411433,2023-07-31 14:07:29.975,118302654,20,16602225919233
411433,2023-07-31 14:07:29.975,118302654,21,149085348696952
411433,2023-07-31 14:07:29.975,118302654,20,39654124986421
411433,2023-08-01 15:24:56.729,118441113,20,14931150399395
411433,2023-08-01 15:24:56.729,118441113,20,10178455252211
411433,2023-08-01 15:24:56.729,118441113,21,21861526910191
411433,2023-08-01 15:24:56.729,118441113,20,149085360800044
411433,2023-08-01 15:24:56.729,118441113,20,19041450836395
411433,2023-08-01 15:24:56.729,118441113,20,195041478713750
411433,2023-08-01 15:24:56.729,118441113,20,11031410063965
411433,2023-08-01 15:24:56.729,118441113,20,16602219045642
411433,2023-08-01 15:24:56.729,118441113,20,19041452003461
411433,2023-08-01 15:24:56.729,118441113,20,17848322981
411433,2023-08-01 15:24:56.729,118441113,20,28449304104112
411433,2023-08-01 15:24:56.729,118441113,20,19041451546696
411433,2023-08-01 15:24:56.729,118441113,20,14892131038676
411433,2023-08-01 15:24:56.729,118441113,20,149085372323352
411433,2023-08-01 15:24:56.729,118441113,20,195041485328245
411433,2023-08-01 15:24:56.729,118441113,20,195041494178441
411433,2023-08-01 15:24:56.729,118441113,20,195041492921963
411433,2023-08-01 15:24:56.729,118441113,20,21914316981026
411433,2023-08-01 15:24:56.729,118441113,20,28449304017920
411433,2023-08-01 15:24:56.729,118441113,20,12520120775416
411433,2023-08-01 15:24:56.729,118441113,21,1052510041064
411433,2023-08-01 15:24:56.729,118441113,20,195041475629126
411433,2023-08-01 15:24:56.729,118441113,20,195041492910656
411433,2023-08-01 15:24:56.729,118441113,20,195041494037494
411433,2023-08-01 15:24:56.729,118441113,20,195041472402362
411433,2023-08-01 15:24:56.729,118441113,21,16602209610681
411433,2023-08-01 15:24:56.729,118441113,20,195041492775313
411433,2023-08-01 15:24:56.729,118441113,21,149085361476524
411433,2023-08-01 15:24:56.729,118441113,20,81116599375
411433,2023-08-01 15:24:56.729,118441113,21,19473210356661
411433,2023-08-01 15:24:56.729,118441113,21,3713710365282
411433,2023-08-01 15:24:56.729,118441113,10,19070525117491
411433,2023-08-01 15:24:56.729,118441113,20,959216571353
411433,2023-08-01 15:24:56.729,118441113,21,16602209606503
411433,2023-08-01 15:24:56.729,118441113,21,28449326502550
411433,2023-08-01 15:24:56.729,118441113,10,19070525030536
411433,2023-08-01 15:24:56.729,118441113,20,23645410385254
411433,2023-08-01 15:24:56.729,118441113,10,3444368399644
411433,2023-08-01 15:24:56.729,118441113,20,16602219051640
411433,2023-08-01 15:24:56.729,118441113,20,14892131037103
411433,2023-08-01 15:24:56.729,118441113,20,20488010370646
411433,2023-08-01 15:24:56.729,118441113,20,195041471214182
411433,2023-08-01 15:24:56.729,118441113,21,195041478449496
411433,2023-08-01 15:24:56.729,118441113,21,1015610063000
411433,2023-08-01 15:24:56.729,118441113,20,195041476813530
411433,2023-08-01 15:24:56.729,118441113,20,195041473206953
411433,2023-08-01 15:24:56.729,118441113,20,14675110002321
411433,2023-08-01 15:24:56.729,118441113,21,149085362206532
411433,2023-08-01 15:24:56.729,118441113,21,13104626157923
411433,2023-08-01 15:24:56.729,118441113,21,28449297375454
411433,2023-08-01 15:24:56.729,118441113,20,4932812063036
411433,2023-08-01 15:24:56.729,118441113,20,28449325613782
411433,2023-08-01 15:24:56.729,118441113,21,195041472000315
411433,2023-08-01 15:24:56.729,118441113,20,195041471824254
411433,2023-08-01 15:24:56.729,118441113,20,16249311946302
411433,2023-08-01 15:24:56.729,118441113,20,195041477022782
411433,2023-08-01 15:24:56.729,118441113,20,195041473258370
411433,2023-08-01 15:24:56.729,118441113,20,195041494040073
411433,2023-08-01 15:24:56.729,118441113,20,10363916495823
411433,2023-08-01 15:24:56.729,118441113,21,195041476708110
411433,2023-08-01 15:24:56.729,118441113,20,10731210241345
411433,2023-08-01 15:24:56.729,118441113,20,10485711575571
411433,2023-08-01 15:24:56.729,118441113,21,11368014551853
411433,2023-08-01 15:24:56.729,118441113,21,149085365672512
411433,2023-08-01 15:24:56.729,118441113,20,195041477154334
411433,2023-08-01 15:24:56.729,118441113,20,195041493908650
411433,2023-08-01 15:24:56.729,118441113,21,8737011798425
411433,2023-08-01 15:24:56.729,118441113,21,149085363724924
411433,2023-08-01 15:24:56.729,118441113,20,149085371517814
411433,2023-08-01 15:24:56.729,118441113,20,195041493286033
411433,2023-08-01 15:24:56.729,118441113,20,13104626345346
411433,2023-08-01 15:24:56.729,118441113,20,195041493299646
411433,2023-08-01 15:24:56.729,118441113,20,21914316968500
411433,2023-08-01 15:24:56.729,118441113,20,4383024131213
411433,2023-08-01 15:24:56.729,118441113,20,19041451870741
411433,2023-08-01 15:24:56.729,118441113,20,149085363787515
411433,2023-08-01 15:24:56.729,118441113,20,10178455218876
411433,2023-08-01 15:24:56.729,118441113,20,19041451392280
411433,2023-08-01 15:24:56.729,118441113,21,28449326730820
411433,2023-08-01 15:24:56.729,118441113,21,149085359518786
411433,2023-08-01 15:24:56.729,118441113,21,19041451086870
411433,2023-08-01 15:24:56.729,118441113,20,19041451829636
411433,2023-08-01 15:24:56.729,118441113,21,149085365169654
411433,2023-08-01 15:24:56.729,118441113,20,195041478565906
411433,2023-08-01 15:24:56.729,118441113,21,13624712954674
411433,2023-08-01 15:24:56.729,118441113,20,19041451754283
411433,2023-08-01 15:24:56.729,118441113,20,23645410371921
411433,2023-08-01 11:58:41.878,118441379,20,16602225990526
411433,2023-08-01 11:58:41.878,118441379,20,7420258757191
411433,2023-08-01 11:58:41.878,118441379,20,195041491982655
411433,2023-08-01 11:58:41.878,118441379,21,22017710661975
411433,2023-08-01 11:58:41.878,118441379,20,18428315295426
411433,2023-08-01 11:58:41.878,118441379,21,149085352691410
411433,2023-08-01 11:58:41.878,118441379,21,14228528994345
411433,2023-08-01 11:58:41.878,118441379,20,195041492785264
411433,2023-08-01 11:58:41.878,118441379,20,28449325595335
411433,2023-08-01 11:58:41.878,118441379,20,18143811189031
411433,2023-08-01 11:58:41.878,118441379,20,195041493417762
411433,2023-08-01 11:58:41.878,118441379,20,195041471842793
411433,2023-08-01 11:58:41.878,118441379,20,7420258742701
411433,2023-08-01 11:58:41.878,118441379,20,20635511982374
411433,2023-08-01 11:58:41.878,118441379,20,18428316804346
411433,2023-08-01 11:58:41.878,118441379,20,585267927402
411433,2023-08-01 11:58:41.878,118441379,21,11576182399703
411433,2023-08-01 11:58:41.878,118441379,21,13104626177405
411433,2023-08-01 11:58:41.878,118441379,20,195041474234726
411433,2023-08-01 11:58:41.878,118441379,20,28449325636786
411433,2023-08-01 11:58:41.878,118441379,21,5931692085176
411433,2023-08-01 11:58:41.878,118441379,21,14228528996681
411433,2023-08-01 11:58:41.878,118441379,20,585267934774
411433,2023-08-01 11:58:41.878,118441379,20,28449303921530
411433,2023-08-01 11:58:41.878,118441379,20,195041477809486
411433,2023-08-01 11:58:41.878,118441379,21,2535161554001
411433,2023-08-01 11:58:41.878,118441379,20,21702110270340
411433,2023-08-01 11:58:41.878,118441379,21,4218623408426
411433,2023-08-01 11:58:41.878,118441379,21,195041478157552
411433,2023-08-01 11:58:41.878,118441379,20,195041478486633
411433,2023-08-01 11:58:41.878,118441379,20,1513386071785
411433,2023-08-01 11:58:41.878,118441379,21,23076210108673
411433,2023-08-01 11:58:41.878,118441379,21,8040410228885
411433,2023-08-01 11:58:41.878,118441379,20,149085364033683
411433,2023-08-01 11:58:41.878,118441379,20,16602226027081
411433,2023-08-01 11:58:41.878,118441379,20,18428316861142
411433,2023-08-01 11:58:41.878,118441379,20,195041494195602
411433,2023-08-01 11:58:41.878,118441379,21,149085361549070
411433,2023-08-01 11:58:41.878,118441379,20,23645410508222
411433,2023-08-01 11:58:41.878,118441379,20,28449325809395
411433,2023-08-01 11:58:41.878,118441379,21,28449297467331
411433,2023-08-01 11:58:41.878,118441379,21,21493710587381
